idcliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_de_internet,antivirus,backup,protecao__de_dipositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,total_mensal,gasto_total,contas_diarias,meses_contrato_trimestre
8802-unojf,1,Homem,1,0,0,12,1,0,fiber optic,0,1,1,1,0,0,month-to-month,1,mailed check,83.8,1029.75,2.7933333333333334,5º Trimestre
8805-jnraz,0,Mulher,0,0,0,2,1,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,49.2,103.7,1.6400000000000001,1º Trimestre
8806-eagwc,1,Homem,0,0,0,3,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,55.15,159.15,1.8383333333333334,2º Trimestre
8807-arqet,0,Mulher,0,0,0,41,0,0,dsl,0,1,0,0,0,1,month-to-month,1,electronic check,40.35,1677.85,1.345,14º Trimestre
8807-opmbm,0,Mulher,0,1,1,55,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,credit card (automatic),25.65,1388.0,0.855,19º Trimestre
8808-eleho,1,Homem,1,0,0,8,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,81.25,585.95,2.7083333333333335,3º Trimestre
8809-rihdd,1,Homem,0,1,1,72,1,1,fiber optic,0,1,1,0,1,1,two year,1,electronic check,103.4,7372.65,3.4466666666666668,25º Trimestre
8809-xkhmd,0,Homem,0,1,0,72,1,1,fiber optic,1,1,0,1,0,1,two year,1,bank transfer (automatic),100.55,7325.1,3.3516666666666666,25º Trimestre
8812-zrhfp,0,Mulher,0,1,1,30,1,0,fiber optic,0,0,1,0,0,1,one year,0,electronic check,86.45,2538.05,2.881666666666667,11º Trimestre
8815-lmflx,0,Homem,0,1,1,25,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,bank transfer (automatic),25.4,546.85,0.8466666666666666,9º Trimestre
8816-vxnzd,1,Mulher,0,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.1,75.1,2.503333333333333,1º Trimestre
8818-dopvl,0,Mulher,1,0,0,46,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,104.45,4863.85,3.481666666666667,16º Trimestre
8818-xyfcq,1,Homem,0,1,1,32,1,1,fiber optic,1,0,0,0,1,1,month-to-month,1,credit card (automatic),99.55,3204.65,3.3183333333333334,11º Trimestre
8819-imisp,0,Homem,0,0,0,31,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,80.45,2429.1,2.6816666666666666,11º Trimestre
8819-wfggj,0,Homem,0,1,0,68,0,0,dsl,1,0,1,0,1,1,two year,1,bank transfer (automatic),54.1,3794.5,1.8033333333333335,23º Trimestre
8819-zbyna,0,Mulher,0,1,0,58,1,1,fiber optic,1,1,0,1,1,1,two year,1,credit card (automatic),109.1,6393.65,3.6366666666666663,20º Trimestre
8821-kvzkq,0,Mulher,0,1,1,70,0,0,dsl,0,1,1,1,1,1,one year,1,bank transfer (automatic),58.4,4113.15,1.9466666666666665,24º Trimestre
8821-xnhvz,1,Mulher,0,1,1,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,mailed check,80.05,80.05,2.6683333333333334,1º Trimestre
8822-knbhv,0,Mulher,0,0,0,48,1,1,dsl,1,1,1,0,1,1,one year,1,credit card (automatic),83.45,3887.85,2.7816666666666667,17º Trimestre
8823-rlpwl,0,Mulher,0,1,0,72,1,1,fiber optic,1,1,1,0,1,1,two year,1,credit card (automatic),110.65,8065.65,3.6883333333333335,25º Trimestre
8824-rwfxj,1,Homem,0,1,1,3,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,56.15,168.15,1.8716666666666666,2º Trimestre
8835-vsdse,1,Mulher,0,1,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.7,141.45,2.356666666666667,1º Trimestre
8837-vvwlq,1,Mulher,0,0,0,8,1,0,fiber optic,1,0,0,0,1,0,month-to-month,0,electronic check,84.95,668.4,2.8316666666666666,3º Trimestre
8838-gphzp,0,Mulher,0,0,0,63,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,mailed check,20.6,1298.7,0.6866666666666668,22º Trimestre
8840-dqlgn,1,Mulher,1,1,0,35,1,1,fiber optic,1,1,0,1,1,0,month-to-month,1,bank transfer (automatic),100.5,3653.35,3.35,12º Trimestre
8844-tonud,1,Homem,0,1,1,13,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,mailed check,96.65,1162.85,3.2216666666666667,5º Trimestre
8845-lwkge,0,Mulher,0,1,1,30,1,0,dsl,0,0,1,1,1,0,one year,1,electronic check,64.5,1985.15,2.15,11º Trimestre
8847-geooq,0,Homem,0,1,0,60,0,0,dsl,0,1,1,1,1,1,month-to-month,1,bank transfer (automatic),60.2,3582.4,2.006666666666667,21º Trimestre
8849-ayptr,0,Homem,0,1,0,33,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,91.25,2964.05,3.0416666666666665,12º Trimestre
8849-gyokr,1,Mulher,0,1,0,54,1,1,fiber optic,1,1,0,0,1,1,one year,0,bank transfer (automatic),106.55,5763.3,3.5516666666666667,19º Trimestre
8849-priqj,0,Mulher,0,1,1,67,1,1,fiber optic,1,0,1,1,1,1,one year,1,electronic check,109.4,7281.6,3.646666666666667,23º Trimestre
8851-ragov,0,Mulher,0,1,0,25,1,0,dsl,1,1,0,1,0,1,month-to-month,1,mailed check,71.05,1837.7,2.368333333333333,9º Trimestre
8853-tzdgh,0,Mulher,0,0,0,72,1,1,fiber optic,0,1,1,1,1,1,two year,1,bank transfer (automatic),111.6,8012.75,3.7199999999999998,25º Trimestre
8854-ccvsq,1,Homem,0,0,0,18,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,80.65,1451.9,2.6883333333333335,7º Trimestre
8857-cupfq,0,Homem,0,1,0,63,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.25,1237.65,0.6416666666666667,22º Trimestre
8859-axjzp,0,Homem,0,1,1,39,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,mailed check,23.8,903.8,0.7933333333333333,14º Trimestre
8859-dztgq,0,Homem,0,0,0,33,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.35,689.75,0.6783333333333333,12º Trimestre
8859-ystws,0,Homem,0,0,0,48,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,bank transfer (automatic),19.95,1004.5,0.6649999999999999,17º Trimestre
8861-hggkb,1,Mulher,0,0,0,10,1,1,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,86.45,830.85,2.881666666666667,4º Trimestre
8865-tnmnx,0,Homem,0,1,1,10,1,0,dsl,0,1,0,0,0,0,one year,0,mailed check,49.55,475.7,1.6516666666666666,4º Trimestre
8868-gagio,0,Homem,0,1,0,45,1,1,fiber optic,1,0,1,0,0,0,month-to-month,1,mailed check,84.55,3713.95,2.8183333333333334,16º Trimestre
8868-wozgu,1,Homem,0,0,0,28,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.7,2979.5,3.5233333333333334,10º Trimestre
8869-lihmk,0,Mulher,0,0,0,64,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),115.1,7334.05,3.8366666666666664,22º Trimestre
8869-torss,1,Mulher,0,0,0,48,1,0,dsl,1,0,1,1,0,0,one year,1,credit card (automatic),60.35,2896.4,2.0116666666666667,17º Trimestre
8871-jlmhm,0,Mulher,0,1,0,68,1,1,fiber optic,0,1,1,1,0,0,two year,0,credit card (automatic),90.2,6297.65,3.006666666666667,23º Trimestre
8873-gldmh,0,Mulher,0,0,0,6,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,73.85,401.3,2.4616666666666664,3º Trimestre
8873-tmkgr,0,Homem,0,0,0,29,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,19.1,529.5,0.6366666666666667,10º Trimestre
8874-ejnsr,0,Homem,0,1,1,39,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,25.2,987.95,0.84,14º Trimestre
8875-akbyh,0,Homem,1,0,0,20,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,84.35,1745.2,2.8116666666666665,7º Trimestre
8878-hmwbv,1,Homem,0,0,0,3,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic check,49.15,169.05,1.6383333333333332,2º Trimestre
8878-ryuki,0,Mulher,0,0,0,52,1,0,dsl,0,0,1,0,0,1,month-to-month,1,electronic check,59.45,3043.7,1.9816666666666667,18º Trimestre
8879-xuahx,0,Homem,0,1,0,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,116.25,8564.75,3.875,24º Trimestre
8879-zkjof,0,Mulher,0,0,0,41,1,0,dsl,1,0,1,1,1,1,one year,1,bank transfer (automatic),79.85,3320.75,2.6616666666666666,14º Trimestre
8882-tlvrw,0,Homem,0,1,1,69,0,0,dsl,1,0,1,1,0,0,two year,0,mailed check,39.1,2779.5,1.3033333333333335,24º Trimestre
8883-anodq,0,Mulher,0,1,1,68,1,1,fiber optic,0,1,1,0,0,0,two year,1,credit card (automatic),84.4,5746.75,2.8133333333333335,23º Trimestre
8883-grdwq,0,Homem,1,0,0,20,1,0,dsl,1,0,0,1,0,0,one year,0,mailed check,54.0,1055.9,1.8,7º Trimestre
8884-adfvn,1,Homem,1,1,0,7,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,101.95,700.85,3.3983333333333334,3º Trimestre
8884-feewr,0,Homem,0,0,0,35,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,bank transfer (automatic),20.6,754.0,0.6866666666666668,12º Trimestre
8884-mrnsu,0,Homem,0,1,1,17,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,bank transfer (automatic),19.9,329.75,0.6633333333333333,6º Trimestre
8885-qsqbx,0,Mulher,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,bank transfer (automatic),49.55,49.55,1.6516666666666666,1º Trimestre
8887-ipqnc,0,Mulher,0,1,0,7,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,44.25,313.45,1.475,3º Trimestre
8894-jvdcv,0,Mulher,0,0,0,62,1,1,fiber optic,1,1,1,1,1,1,one year,1,credit card (automatic),115.05,7133.45,3.835,21º Trimestre
8896-bqtti,0,Homem,0,0,0,1,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,25.0,25.0,0.8333333333333334,1º Trimestre
8896-razcr,0,Mulher,0,0,1,44,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.9,868.1,0.6633333333333333,15º Trimestre
8898-kascd,0,Homem,0,0,0,39,0,0,dsl,0,0,1,1,0,0,one year,0,mailed check,35.55,1309.15,1.1849999999999998,14º Trimestre
8901-hjxtf,1,Mulher,0,1,1,12,0,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,29.2,309.1,0.9733333333333333,5º Trimestre
8901-uprhr,0,Mulher,0,1,1,72,1,1,fiber optic,0,1,1,1,1,1,two year,1,bank transfer (automatic),109.2,7711.45,3.64,25º Trimestre
8902-zeovf,0,Homem,0,1,1,47,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.05,951.55,0.6683333333333333,16º Trimestre
8903-wmrnw,0,Mulher,0,1,0,15,1,0,fiber optic,1,0,1,0,1,1,month-to-month,0,electronic check,101.75,1669.4,3.3916666666666666,6º Trimestre
8903-xebgx,0,Homem,0,0,1,2,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,55.3,108.65,1.8433333333333333,1º Trimestre
8904-opdck,0,Homem,1,1,0,54,0,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),24.95,1364.75,0.8316666666666667,19º Trimestre
8905-iazpf,0,Mulher,0,1,0,69,1,0,fiber optic,0,1,0,0,1,1,one year,1,credit card (automatic),95.65,6744.2,3.1883333333333335,24º Trimestre
8908-nmqtx,0,Homem,0,0,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),65.6,4566.5,2.1866666666666665,25º Trimestre
8908-slfcj,0,Mulher,0,0,0,21,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,credit card (automatic),20.85,435.25,0.6950000000000001,8º Trimestre
8909-bolnl,0,Homem,0,0,0,3,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,21.2,52.05,0.7066666666666667,2º Trimestre
8910-ichiu,0,Mulher,0,0,0,46,1,0,fiber optic,1,1,1,0,1,0,one year,1,credit card (automatic),95.65,4664.2,3.1883333333333335,16º Trimestre
8910-ledag,0,Homem,1,1,0,34,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,credit card (automatic),71.55,2427.35,2.385,12º Trimestre
8914-rbtsb,1,Homem,0,1,0,31,1,1,fiber optic,0,1,1,0,1,0,month-to-month,0,electronic check,93.8,3019.5,3.1266666666666665,11º Trimestre
8915-nntrc,0,Homem,0,1,1,72,1,1,fiber optic,1,1,0,1,1,1,two year,1,credit card (automatic),107.7,7919.8,3.5900000000000003,25º Trimestre
8917-faemr,0,Mulher,0,0,0,37,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.85,784.25,0.6616666666666667,13º Trimestre
8917-szttj,0,Homem,0,1,1,60,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),19.65,1161.75,0.6549999999999999,21º Trimestre
8919-fyfqz,1,Homem,1,1,0,44,0,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,30.35,1359.7,1.0116666666666667,15º Trimestre
8920-navay,0,Homem,1,0,0,62,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),110.75,7053.35,3.691666666666667,21º Trimestre
8922-liegh,1,Mulher,1,0,0,25,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,89.7,2187.55,2.99,9º Trimestre
8922-npkbj,0,Homem,0,1,1,42,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.35,867.3,0.645,15º Trimestre
8929-kswih,0,Homem,0,0,0,25,1,0,fiber optic,0,0,1,1,1,1,two year,0,bank transfer (automatic),99.3,2513.5,3.31,9º Trimestre
8930-xotdp,0,Mulher,0,1,1,18,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,55.95,1082.8,1.865,7º Trimestre
8931-gjjiq,1,Mulher,0,0,0,9,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,83.3,803.3,2.7766666666666664,4º Trimestre
8932-czhrq,0,Homem,0,0,0,68,1,1,dsl,1,1,1,0,0,1,one year,0,credit card (automatic),76.75,5233.25,2.558333333333333,23º Trimestre
8937-rdthp,1,Homem,0,0,0,1,1,0,fiber optic,1,0,0,0,0,1,month-to-month,1,mailed check,84.6,84.6,2.82,1º Trimestre
8938-umkpi,1,Mulher,0,0,0,47,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.4,5127.95,3.546666666666667,16º Trimestre
8942-dbmhz,0,Homem,0,0,0,12,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.45,255.35,0.6816666666666666,5º Trimestre
8943-urtmr,1,Mulher,0,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,mailed check,79.65,152.7,2.6550000000000002,1º Trimestre
8944-ailef,0,Homem,0,1,0,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,credit card (automatic),19.45,340.85,0.6483333333333333,6º Trimestre
8945-grkhx,1,Mulher,0,0,1,1,1,0,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,78.65,78.65,2.621666666666667,1º Trimestre
8945-muquf,1,Homem,0,0,0,51,1,1,fiber optic,1,1,0,0,1,0,one year,1,electronic check,94.8,4837.6,3.1599999999999997,18º Trimestre
8946-bfwsg,0,Homem,0,1,1,63,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,25.25,1573.05,0.8416666666666667,22º Trimestre
8947-yrtdv,0,Homem,0,1,1,32,1,0,fiber optic,1,1,1,0,0,1,one year,0,mailed check,94.8,3131.55,3.1599999999999997,11º Trimestre
8949-jtmay,1,Mulher,0,0,0,29,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,credit card (automatic),98.6,2933.2,3.2866666666666666,10º Trimestre
8950-mtznv,0,Homem,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,44.95,44.95,1.4983333333333335,1º Trimestre
8952-wcvcd,0,Mulher,0,1,0,41,1,0,fiber optic,1,1,1,0,1,1,one year,1,bank transfer (automatic),104.45,4162.05,3.481666666666667,14º Trimestre
8957-thmoa,0,Mulher,0,0,1,50,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),20.15,970.85,0.6716666666666666,17º Trimestre
8958-jptrr,0,Mulher,0,1,0,56,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,electronic check,24.3,1261.7,0.81,19º Trimestre
8961-qdzzj,0,Mulher,0,1,1,57,1,0,fiber optic,0,1,0,0,1,1,one year,1,electronic check,95.0,5535.8,3.1666666666666665,20º Trimestre
8963-jlgjt,0,Homem,0,0,1,3,1,0,dsl,1,0,1,0,0,0,month-to-month,0,mailed check,55.9,157.55,1.8633333333333333,2º Trimestre
8963-mqvyn,0,Mulher,0,0,1,22,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,electronic check,20.55,469.85,0.685,8º Trimestre
8966-kzxxa,0,Homem,0,1,1,36,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),25.1,930.95,0.8366666666666667,13º Trimestre
8966-oiqhg,0,Mulher,0,1,1,22,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,bank transfer (automatic),20.75,452.35,0.6916666666666667,8º Trimestre
8966-snizf,0,Mulher,0,1,0,70,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),19.45,1303.5,0.6483333333333333,24º Trimestre
8967-szqas,0,Mulher,0,0,0,14,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,50.45,765.45,1.6816666666666669,5º Trimestre
8969-prhfk,0,Homem,0,0,0,18,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,19.65,411.25,0.6549999999999999,7º Trimestre
8970-anwxo,0,Mulher,0,0,0,23,1,1,dsl,0,0,0,1,1,1,one year,1,mailed check,73.75,1756.6,2.4583333333333335,8º Trimestre
8972-hjwnv,1,Mulher,1,1,0,7,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,84.55,646.85,2.8183333333333334,3º Trimestre
8974-ovacp,0,Mulher,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.15,20.15,0.6716666666666666,1º Trimestre
8975-skgrx,0,Homem,0,1,0,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),116.1,8310.55,3.8699999999999997,24º Trimestre
8976-oqhgt,1,Mulher,0,1,1,4,1,0,dsl,0,1,0,1,0,0,month-to-month,0,mailed check,56.5,235.1,1.8833333333333333,2º Trimestre
8979-camgb,0,Homem,1,0,0,64,1,1,fiber optic,0,0,1,1,1,1,one year,0,electronic check,102.1,6688.1,3.4033333333333333,22º Trimestre
8980-wqfwl,0,Mulher,0,0,0,35,1,0,dsl,0,0,1,0,0,1,month-to-month,1,electronic check,62.1,2096.1,2.07,12º Trimestre
8981-fjgla,0,Homem,0,0,1,11,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,mailed check,78.0,851.8,2.6,4º Trimestre
8982-nhavy,0,Homem,0,0,0,27,1,1,fiber optic,0,0,1,0,1,1,one year,1,bank transfer (automatic),100.5,2673.45,3.35,10º Trimestre
8984-eylll,0,Homem,0,1,0,64,1,1,fiber optic,0,1,0,1,1,1,two year,1,electronic check,105.25,6823.4,3.5083333333333333,22º Trimestre
8984-hpemb,0,Mulher,0,0,0,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,118.65,8477.6,3.955,24º Trimestre
8985-oopos,0,Mulher,0,0,0,1,1,0,dsl,0,0,1,1,1,1,one year,0,credit card (automatic),74.1,74.1,2.4699999999999998,1º Trimestre
8988-ecpjr,1,Mulher,1,1,1,34,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,mailed check,79.6,2718.3,2.6533333333333333,12º Trimestre
8990-yozlv,0,Mulher,0,0,0,69,1,1,dsl,1,1,0,1,0,0,two year,1,mailed check,66.9,4577.9,2.23,24º Trimestre
8990-zxlsu,0,Mulher,0,0,0,9,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,69.05,651.5,2.3016666666666667,4º Trimestre
8992-ceuen,0,Mulher,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,18.85,18.85,0.6283333333333334,1º Trimestre
8992-jqyun,1,Homem,0,1,0,1,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,50.35,50.35,1.6783333333333335,1º Trimestre
8992-obvdg,0,Homem,0,0,0,21,1,0,dsl,0,0,1,0,0,1,month-to-month,0,mailed check,61.65,1393.6,2.055,8º Trimestre
8992-vonjd,0,Mulher,0,0,1,13,1,0,dsl,1,1,0,0,0,0,month-to-month,1,electronic check,56.0,764.55,1.8666666666666667,5º Trimestre
8993-izeux,0,Homem,0,0,0,7,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),69.15,488.65,2.305,3º Trimestre
8993-phfwd,1,Mulher,0,0,0,3,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,25.25,58.9,0.8416666666666667,2º Trimestre
8996-zroxe,0,Homem,1,0,0,57,1,0,dsl,0,0,1,1,0,0,one year,1,electronic check,53.5,3035.8,1.7833333333333334,20º Trimestre
8999-bohse,1,Mulher,1,0,0,11,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,bank transfer (automatic),89.7,1047.7,2.99,4º Trimestre
8999-exmno,0,Mulher,0,1,1,19,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.15,387.7,0.6716666666666666,7º Trimestre
8999-xxgns,0,Mulher,1,1,0,72,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card (automatic),105.75,7629.85,3.525,25º Trimestre
8999-ypybv,0,Homem,0,1,1,45,1,0,dsl,1,1,1,1,1,1,two year,1,mailed check,84.35,3858.05,2.8116666666666665,16º Trimestre
9000-plfuz,0,Mulher,1,1,0,60,0,0,dsl,0,1,0,0,1,1,two year,1,credit card (automatic),49.45,2907.55,1.6483333333333334,21º Trimestre
9003-cpath,0,Homem,0,0,0,42,1,1,fiber optic,0,0,1,0,0,0,month-to-month,0,electronic check,79.9,3313.4,2.6633333333333336,15º Trimestre
9013-aqorl,0,Mulher,0,0,1,48,0,0,dsl,0,1,1,0,0,1,month-to-month,0,credit card (automatic),45.55,2108.35,1.5183333333333333,17º Trimestre
9018-pciok,0,Mulher,0,0,0,55,1,0,dsl,0,1,1,0,0,1,two year,1,mailed check,64.75,3617.1,2.158333333333333,19º Trimestre
9019-qvlzd,1,Mulher,0,0,0,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,0,electronic check,79.55,79.55,2.6516666666666664,1º Trimestre
9025-aomki,1,Mulher,0,0,0,6,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),93.55,536.4,3.118333333333333,3º Trimestre
9025-zrpvr,1,Homem,0,0,0,9,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,18.95,185.6,0.6316666666666666,4º Trimestre
9026-lhevg,0,Mulher,0,0,0,9,0,0,dsl,0,1,0,0,0,1,month-to-month,0,electronic check,40.75,359.4,1.3583333333333334,4º Trimestre
9026-rnujs,1,Homem,1,0,0,5,1,0,dsl,0,0,1,0,0,0,month-to-month,0,electronic check,50.35,237.25,1.6783333333333335,2º Trimestre
9027-tmatr,0,Mulher,0,1,0,43,1,0,dsl,1,0,1,1,1,1,two year,1,electronic check,78.8,3460.3,2.6266666666666665,15º Trimestre
9027-yfhqj,0,Homem,0,0,0,7,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,bank transfer (automatic),25.05,152.95,0.8350000000000001,3º Trimestre
9028-lihrp,0,Homem,0,1,1,71,1,0,fiber optic,1,1,1,1,1,0,two year,0,credit card (automatic),100.2,7209.0,3.3400000000000003,24º Trimestre
9029-fegvj,0,Mulher,1,1,0,32,1,1,fiber optic,0,0,1,0,0,0,month-to-month,0,mailed check,79.3,2570.0,2.643333333333333,11º Trimestre
9030-qgznl,0,Mulher,0,0,0,8,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.85,161.65,0.6950000000000001,3º Trimestre
9031-zvqpt,0,Homem,0,1,0,72,1,1,fiber optic,0,1,1,1,1,1,two year,1,electronic check,108.2,7840.6,3.606666666666667,25º Trimestre
9033-eoxwv,1,Mulher,0,0,0,12,1,1,dsl,0,0,0,1,1,1,one year,0,mailed check,74.05,872.65,2.4683333333333333,5º Trimestre
9036-cskbw,0,Mulher,0,0,0,51,1,1,fiber optic,1,1,1,0,1,1,one year,0,bank transfer (automatic),107.45,5680.9,3.5816666666666666,18º Trimestre
9039-rbeee,1,Homem,0,0,0,39,0,0,dsl,1,1,0,1,1,0,month-to-month,1,credit card (automatic),48.95,1880.85,1.6316666666666668,14º Trimestre
9039-zvjdc,0,Homem,0,0,0,3,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,19.1,53.05,0.6366666666666667,2º Trimestre
9040-kzvwo,0,Homem,0,0,0,26,1,0,fiber optic,0,1,0,0,0,0,one year,0,bank transfer (automatic),75.5,2018.1,2.5166666666666666,9º Trimestre
9046-dqmtp,0,Homem,0,0,0,35,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,bank transfer (automatic),20.75,739.9,0.6916666666666667,12º Trimestre
9046-jbfwa,0,Homem,0,0,1,27,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.15,537.35,0.6383333333333333,10º Trimestre
9048-jvyvf,1,Homem,0,0,0,3,1,0,dsl,0,0,0,1,1,1,month-to-month,1,electronic check,69.35,191.35,2.3116666666666665,2º Trimestre
9050-ikdza,0,Mulher,1,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month-to-month,0,mailed check,81.5,162.55,2.716666666666667,1º Trimestre
9050-qlroh,1,Homem,0,0,0,18,1,1,fiber optic,0,0,1,0,0,1,month-to-month,1,credit card (automatic),90.7,1597.25,3.0233333333333334,7º Trimestre
9052-dhnkm,0,Homem,0,0,0,26,1,1,dsl,1,1,0,0,0,0,one year,0,electronic check,61.55,1581.95,2.0516666666666667,9º Trimestre
